,timestamp,latitude,longitude,minimum_bounding_longitude,maximum_bounding_longitude,minimum_bounding_latitude,maximum_bounding_latitude,worldview_url,snapshot_url,image_filename,image_path,sea_ice_concentration
0,2007-01-01T01:52:07Z,38.36602,171.47456,171.37456,171.57456000000002,38.266020000000005,38.46602,"https://worldview.earthdata.nasa.gov/?v=171.37456,38.26602,171.57456,38.46602&t=2007-01-01T01%3A52%3A07Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T01:52:07Z&BBOX=38.26602,171.37456,38.46602,171.57456&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 1 - (38.366020, 171.474560, 2007-01-01T01-52-07Z).png","Images\Anomaly 1 - (38.366020, 171.474560, 2007-01-01T01-52-07Z).png",0.0
1,2007-01-01T02:52:37Z,-76.39347,-53.535213,-53.635213,-53.435213,-76.49346999999999,-76.29347,"https://worldview.earthdata.nasa.gov/?v=-53.635213,-76.49346999999999,-53.435213,-76.29347&t=2007-01-01T02%3A52%3A37Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T02:52:37Z&BBOX=-76.49346999999999,-53.635213,-76.29347,-53.435213&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 2 - (-76.393470, -53.535213, 2007-01-01T02-52-37Z).png","Images\Anomaly 2 - (-76.393470, -53.535213, 2007-01-01T02-52-37Z).png",90.0
2,2007-01-01T02:52:37Z,-76.40778,-53.582634,-53.682634,-53.482634,-76.50778000000001,-76.30778000000002,"https://worldview.earthdata.nasa.gov/?v=-53.682634,-76.50778,-53.482634,-76.30778000000001&t=2007-01-01T02%3A52%3A37Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T02:52:37Z&BBOX=-76.50778,-53.682634,-76.30778000000001,-53.482634&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 3 - (-76.407780, -53.582634, 2007-01-01T02-52-37Z).png","Images\Anomaly 3 - (-76.407780, -53.582634, 2007-01-01T02-52-37Z).png",90.0
3,2007-01-01T02:52:37Z,-76.414955,-53.606384,-53.706384,-53.506384,-76.514955,-76.31495500000003,"https://worldview.earthdata.nasa.gov/?v=-53.706384,-76.514955,-53.506384,-76.31495500000001&t=2007-01-01T02%3A52%3A37Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T02:52:37Z&BBOX=-76.514955,-53.706384,-76.31495500000001,-53.506384&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 4 - (-76.414955, -53.606384, 2007-01-01T02-52-37Z).png","Images\Anomaly 4 - (-76.414955, -53.606384, 2007-01-01T02-52-37Z).png",90.0
4,2007-01-01T11:07:33Z,-77.826675,177.39058,177.29058,177.49058,-77.92667499999997,-77.726675,"https://worldview.earthdata.nasa.gov/?v=177.29058,-77.92667499999999,177.49058,-77.726675&t=2007-01-01T11%3A07%3A33Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T11:07:33Z&BBOX=-77.92667499999999,177.29058,-77.726675,177.49058&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 5 - (-77.826675, 177.390580, 2007-01-01T11-07-33Z).png","Images\Anomaly 5 - (-77.826675, 177.390580, 2007-01-01T11-07-33Z).png",
5,2007-01-01T13:27:01Z,48.034344,-4.9118304,-5.0118304,-4.811830400000002,47.934344,48.134344,"https://worldview.earthdata.nasa.gov/?v=-5.0118304,47.934343999999996,-4.811830400000001,48.134344&t=2007-01-01T13%3A27%3A01Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T13:27:01Z&BBOX=47.934343999999996,-5.0118304,48.134344,-4.811830400000001&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 6 - (48.034344, -4.911830, 2007-01-01T13-27-01Z).png","Images\Anomaly 6 - (48.034344, -4.911830, 2007-01-01T13-27-01Z).png",0.0
6,2007-01-01T13:27:01Z,48.04323,-4.9153166,-5.0153165999999985,-4.8153166,47.94323,48.143229999999996,"https://worldview.earthdata.nasa.gov/?v=-5.015316599999999,47.94323,-4.8153166,48.14323&t=2007-01-01T13%3A27%3A01Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T13:27:01Z&BBOX=47.94323,-5.015316599999999,48.14323,-4.8153166&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 7 - (48.043230, -4.915317, 2007-01-01T13-27-01Z).png","Images\Anomaly 7 - (48.043230, -4.915317, 2007-01-01T13-27-01Z).png",0.0
7,2007-01-01T13:27:01Z,48.052067,-4.918789,-5.018789,-4.8187890000000015,47.952067,48.152066999999995,"https://worldview.earthdata.nasa.gov/?v=-5.018789,47.952067,-4.818789000000001,48.152067&t=2007-01-01T13%3A27%3A01Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T13:27:01Z&BBOX=47.952067,-5.018789,48.152067,-4.818789000000001&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 8 - (48.052067, -4.918789, 2007-01-01T13-27-01Z).png","Images\Anomaly 8 - (48.052067, -4.918789, 2007-01-01T13-27-01Z).png",0.0
8,2007-01-01T13:27:02Z,48.13135,-4.950113,-5.050113,-4.8501129999999995,48.03135,48.23135,"https://worldview.earthdata.nasa.gov/?v=-5.050113,48.031349999999996,-4.850113,48.23135&t=2007-01-01T13%3A27%3A02Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T13:27:02Z&BBOX=48.031349999999996,-5.050113,48.23135,-4.850113&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 9 - (48.131350, -4.950113, 2007-01-01T13-27-02Z).png","Images\Anomaly 9 - (48.131350, -4.950113, 2007-01-01T13-27-02Z).png",0.0
9,2007-01-01T13:27:03Z,48.140175,-4.953641999999999,-5.053641999999998,-4.853641999999999,48.040175,48.240175,"https://worldview.earthdata.nasa.gov/?v=-5.053641999999998,48.040175,-4.853641999999999,48.240175&t=2007-01-01T13%3A27%3A03Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T13:27:03Z&BBOX=48.040175,-5.053641999999998,48.240175,-4.853641999999999&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 10 - (48.140175, -4.953642, 2007-01-01T13-27-03Z).png","Images\Anomaly 10 - (48.140175, -4.953642, 2007-01-01T13-27-03Z).png",
10,2007-01-01T19:55:14Z,21.756279,-96.05749,-96.15749,-95.95749,21.656279,21.856279,"https://worldview.earthdata.nasa.gov/?v=-96.15749,21.656278999999998,-95.95749,21.856279&t=2007-01-01T19%3A55%3A14Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-01T19:55:14Z&BBOX=21.656278999999998,-96.15749,21.856279,-95.95749&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 11 - (21.756279, -96.057490, 2007-01-01T19-55-14Z).png","Images\Anomaly 11 - (21.756279, -96.057490, 2007-01-01T19-55-14Z).png",
11,2007-01-02T01:01:12Z,55.112297,178.8473,178.7473,178.94729999999996,55.012297,55.212297,"https://worldview.earthdata.nasa.gov/?v=178.7473,55.012297,178.94729999999998,55.212297&t=2007-01-02T01%3A01%3A12Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-02T01:01:12Z&BBOX=55.012297,178.7473,55.212297,178.94729999999998&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 12 - (55.112297, 178.847300, 2007-01-02T01-01-12Z).png","Images\Anomaly 12 - (55.112297, 178.847300, 2007-01-02T01-01-12Z).png",
12,2007-01-02T01:01:37Z,56.579437,178.05817,177.95817,178.15816999999996,56.479437,56.679437,"https://worldview.earthdata.nasa.gov/?v=177.95817,56.479437,178.15816999999998,56.679437&t=2007-01-02T01%3A01%3A37Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-02T01:01:37Z&BBOX=56.479437,177.95817,56.679437,178.15816999999998&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 13 - (56.579437, 178.058170, 2007-01-02T01-01-37Z).png","Images\Anomaly 13 - (56.579437, 178.058170, 2007-01-02T01-01-37Z).png",
13,2007-01-02T01:56:59Z,-76.38654,-39.602940000000004,-39.702940000000005,-39.50294,-76.48653999999998,-76.28654,"https://worldview.earthdata.nasa.gov/?v=-39.70294,-76.48653999999999,-39.502939999999995,-76.28654&t=2007-01-02T01%3A56%3A59Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-02T01:56:59Z&BBOX=-76.48653999999999,-39.70294,-76.28654,-39.502939999999995&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 14 - (-76.386540, -39.602940, 2007-01-02T01-56-59Z).png","Images\Anomaly 14 - (-76.386540, -39.602940, 2007-01-02T01-56-59Z).png",100.0
14,2007-01-02T02:38:56Z,51.075912,156.0531,155.9531,156.1531,50.975912,51.175912,"https://worldview.earthdata.nasa.gov/?v=155.9531,50.975912,156.1531,51.175912000000004&t=2007-01-02T02%3A38%3A56Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-02T02:38:56Z&BBOX=50.975912,155.9531,51.175912000000004,156.1531&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 15 - (51.075912, 156.053100, 2007-01-02T02-38-56Z).png","Images\Anomaly 15 - (51.075912, 156.053100, 2007-01-02T02-38-56Z).png",0.0
15,2007-01-02T02:39:32Z,53.19270699999999,155.08186,154.98186,155.18186,53.09270699999999,53.29270699999999,"https://worldview.earthdata.nasa.gov/?v=154.98186,53.09270699999999,155.18186,53.29270699999999&t=2007-01-02T02%3A39%3A32Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-02T02:39:32Z&BBOX=53.09270699999999,154.98186,53.29270699999999,155.18186&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 16 - (53.192707, 155.081860, 2007-01-02T02-39-32Z).png","Images\Anomaly 16 - (53.192707, 155.081860, 2007-01-02T02-39-32Z).png",0.0
16,2007-01-02T15:47:50Z,43.35048,-38.719055,-38.819055,-38.619055,43.25048,43.45048,"https://worldview.earthdata.nasa.gov/?v=-38.819055,43.250479999999996,-38.619054999999996,43.45048&t=2007-01-02T15%3A47%3A50Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-02T15:47:50Z&BBOX=43.250479999999996,-38.819055,43.45048,-38.619054999999996&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 17 - (43.350480, -38.719055, 2007-01-02T15-47-50Z).png","Images\Anomaly 17 - (43.350480, -38.719055, 2007-01-02T15-47-50Z).png",0.0
17,2007-01-02T15:49:17Z,48.48381,-40.62439000000001,-40.724390000000014,-40.52439000000001,48.38381,48.58381,"https://worldview.earthdata.nasa.gov/?v=-40.724390000000014,48.38381,-40.52439000000001,48.58381&t=2007-01-02T15%3A49%3A17Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-02T15:49:17Z&BBOX=48.38381,-40.724390000000014,48.58381,-40.52439000000001&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 18 - (48.483810, -40.624390, 2007-01-02T15-49-17Z).png","Images\Anomaly 18 - (48.483810, -40.624390, 2007-01-02T15-49-17Z).png",0.0
18,2007-01-02T17:25:50Z,40.179109999999994,-62.391815,-62.491815,-62.291815,40.07911,40.279109999999996,"https://worldview.earthdata.nasa.gov/?v=-62.491815,40.07911,-62.291815,40.27911&t=2007-01-02T17%3A25%3A50Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-02T17:25:50Z&BBOX=40.07911,-62.491815,40.27911,-62.291815&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 19 - (40.179110, -62.391815, 2007-01-02T17-25-50Z).png","Images\Anomaly 19 - (40.179110, -62.391815, 2007-01-02T17-25-50Z).png",
19,2007-01-02T17:25:56Z,40.525387,-62.50244,-62.60244,-62.402440000000006,40.425387,40.625386999999996,"https://worldview.earthdata.nasa.gov/?v=-62.60244,40.425387,-62.40244,40.625387&t=2007-01-02T17%3A25%3A56Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-02T17:25:56Z&BBOX=40.425387,-62.60244,40.625387,-62.40244&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 20 - (40.525387, -62.502440, 2007-01-02T17-25-56Z).png","Images\Anomaly 20 - (40.525387, -62.502440, 2007-01-02T17-25-56Z).png",
20,2007-01-02T22:24:23Z,46.97231,-138.91142,-139.01142,-138.81142,46.87231,47.072309999999995,"https://worldview.earthdata.nasa.gov/?v=-139.01142,46.87231,-138.81142,47.07231&t=2007-01-02T22%3A24%3A23Z&l=Coastlines,MODIS_Aqua_CorrectedReflectance_TrueColor","https://wvs.earthdata.nasa.gov/api/v1/snapshot?REQUEST=GetSnapshot&TIME=2007-01-02T22:24:23Z&BBOX=46.87231,-139.01142,47.07231,-138.81142&CRS=EPSG:4326&LAYERS=MODIS_Aqua_CorrectedReflectance_TrueColor,Coastlines&WRAP=day,x&FORMAT=image/png&WIDTH=800&HEIGHT=800","Anomaly 21 - (46.972310, -138.911420, 2007-01-02T22-24-23Z).png","Images\Anomaly 21 - (46.972310, -138.911420, 2007-01-02T22-24-23Z).png",
